timestamp,source_ip,destination_ip,destination_port,protocol,packet_count,request_rate,success_flag,label
2026-08-12T20:27:41.155273,103.21.244.17,192.168.1.10,22,TCP,2,2.36,False,bruteforce
2026-08-12T20:27:42.155273,103.21.244.17,192.168.1.10,22,TCP,1,3.93,False,bruteforce
2026-08-12T20:27:43.155273,103.21.244.17,192.168.1.10,22,TCP,3,3.35,False,bruteforce
2026-08-12T20:27:44.155273,103.21.244.17,192.168.1.10,22,TCP,1,1.58,False,bruteforce
2026-08-12T20:27:45.155273,103.21.244.17,192.168.1.10,22,TCP,3,1.22,False,bruteforce
2026-08-12T20:27:46.155273,103.21.244.17,192.168.1.10,22,TCP,3,3.65,False,bruteforce
2026-08-12T20:27:47.155273,103.21.244.17,192.168.1.10,22,TCP,1,1.68,False,bruteforce
2026-08-12T20:27:48.155273,103.21.244.17,192.168.1.10,22,TCP,3,1.05,False,bruteforce
2026-08-12T20:27:49.155273,103.21.244.17,192.168.1.10,22,TCP,2,3.97,False,bruteforce
2026-08-12T20:27:50.155273,103.21.244.17,192.168.1.10,22,TCP,3,1.55,False,bruteforce
2026-08-12T20:27:51.155273,103.21.244.17,192.168.1.10,22,TCP,3,3.72,False,bruteforce
2026-08-12T20:27:52.155273,103.21.244.17,192.168.1.10,22,TCP,1,2.37,False,bruteforce
2026-08-12T20:27:53.155273,103.21.244.17,192.168.1.10,22,TCP,3,3.09,False,bruteforce
2026-08-12T20:27:54.155273,103.21.244.17,192.168.1.10,22,TCP,3,3.3,False,bruteforce
2026-08-12T20:27:55.155273,103.21.244.17,192.168.1.10,22,TCP,3,3.54,False,bruteforce
2026-08-12T20:27:56.155273,103.21.244.17,192.168.1.10,22,TCP,3,2.38,False,bruteforce
2026-08-12T20:27:57.155273,103.21.244.17,192.168.1.10,22,TCP,2,3.77,False,bruteforce
2026-08-12T20:27:58.155273,103.21.244.17,192.168.1.10,22,TCP,2,3.69,False,bruteforce
2026-08-12T20:27:59.155273,103.21.244.17,192.168.1.10,22,TCP,3,4.5,False,bruteforce
2026-08-12T20:28:00.155273,103.21.244.17,192.168.1.10,22,TCP,3,4.23,False,bruteforce
2026-08-12T20:28:01.155273,103.21.244.17,192.168.1.10,22,TCP,2,4.01,False,bruteforce
2026-08-12T20:28:02.155273,103.21.244.17,192.168.1.10,22,TCP,2,1.3,False,bruteforce
2026-08-12T20:28:03.155273,103.21.244.17,192.168.1.10,22,TCP,1,4.49,False,bruteforce
2026-08-12T20:28:04.155273,103.21.244.17,192.168.1.10,22,TCP,3,3.24,False,bruteforce
2026-08-12T20:28:05.155273,103.21.244.17,192.168.1.10,22,TCP,1,4.51,False,bruteforce
